F21H08.wav, neutral,neutral,angry,sad,happy 
M04N38.wav, neutral,neutral,sad,happy,angry 
F21N11.wav, sad,sad,neutral,angry,happy 
F01A10.wav, happy,happy,angry,neutral,sad 
M43N06.wav, happy,happy,angry,neutral,sad 
M26A13.wav, neutral,neutral,sad,happy,angry 
M52S04.wav, sad,sad,neutral,angry,happy 
M12A15.wav, sad,sad,angry,neutral,happy 
F02S14.wav, happy,happy,angry,sad,neutral 
M05S10.wav, sad,sad,angry,neutral,happy 
F24N01.wav, neutral,neutral,angry,sad,happy 
F21S19.wav, sad,sad,angry,happy,neutral 
M29S01.wav, sad,sad,angry,neutral,happy 
M03A42.wav, sad,sad,angry,neutral,happy 
M03A25.wav, sad,sad,happy,neutral,angry 
F21H04.wav, neutral,neutral,angry,sad,happy 
M12S04.wav, happy,happy,neutral,sad,angry 
F07S07.wav, sad,sad,angry,neutral,happy 
F02H02.wav, happy,happy,sad,neutral,angry 
M22N28.wav, neutral,neutral,sad,angry,happy 
M42A08.wav, happy,happy,sad,neutral,angry 
F04A16.wav, angry,angry,neutral,happy,sad 
M18N05.wav, sad,sad,neutral,angry,happy 
F01S03.wav, sad,sad,neutral,angry,happy 
M04S05.wav, neutral,neutral,angry,happy,sad 
M06S01.wav, sad,sad,angry,neutral,happy 
M53A27.wav, neutral,neutral,sad,angry,happy 
M25A48.wav, happy,happy,sad,angry,neutral 
M40N21.wav, sad,sad,neutral,angry,happy 
F01A21.wav, happy,happy,angry,neutral,sad 
M45N02.wav, happy,happy,angry,neutral,sad 
M28A16.wav, happy,happy,neutral,sad,angry 
F04A06.wav, sad,sad,angry,neutral,happy 
M04N60.wav, sad,sad,neutral,angry,happy 
M13A01.wav, neutral,neutral,sad,happy,angry 
M47A10.wav, happy,happy,angry,neutral,sad 
M09A07.wav, happy,happy,angry,sad,neutral 
M11S01.wav, neutral,neutral,angry,sad,happy 
F24N16.wav, neutral,neutral,sad,angry,happy 
M20H02.wav, happy,happy,neutral,sad,angry 
F07S17.wav, sad,sad,angry,happy,neutral 
M05A09.wav, sad,sad,happy,neutral,angry 
F01S14.wav, sad,sad,angry,happy,neutral 
F01A23.wav, neutral,neutral,angry,sad,happy 
F21N05.wav, neutral,neutral,angry,sad,happy 
F07H11.wav, neutral,neutral,angry,sad,happy 
M47A04.wav, sad,sad,angry,neutral,happy 
F06H11.wav, neutral,neutral,angry,sad,happy 
M09A13.wav, neutral,neutral,sad,angry,happy 
M05N04.wav, sad,sad,neutral,angry,happy 
M26A16.wav, sad,sad,neutral,happy,angry 
M28N15.wav, sad,sad,angry,neutral,happy 
M25S14.wav, happy,happy,neutral,angry,sad 
F17S10.wav, angry,angry,happy,sad,neutral 
M35N01.wav, sad,sad,neutral,angry,happy 
F12N06.wav, sad,sad,neutral,happy,angry 
M43A03.wav, happy,happy,neutral,angry,sad 
M26N04.wav, angry,angry,sad,neutral,happy 
M03A34.wav, sad,sad,neutral,happy,angry 
M25A29.wav, happy,happy,sad,neutral,angry 
M06S03.wav, sad,sad,angry,neutral,happy 
M15A02.wav, sad,sad,neutral,happy,angry 
M37N03.wav, sad,sad,neutral,angry,happy 
M05H01.wav, happy,happy,angry,sad,neutral 
M44S05.wav, neutral,neutral,sad,angry,happy 
M25N14.wav, sad,sad,angry,neutral,happy 
M05S03.wav, sad,sad,angry,neutral,happy 
F07S03.wav, happy,happy,angry,neutral,sad 
F01S18.wav, angry,angry,happy,neutral,sad 
M52N01.wav, sad,sad,angry,neutral,happy 
M16N04.wav, sad,sad,neutral,angry,happy 
M28A41.wav, happy,happy,neutral,sad,angry 
M22S03.wav, happy,happy,sad,angry,neutral 
M34S04.wav, sad,sad,angry,happy,neutral 
M49H01.wav, sad,sad,angry,neutral,happy 
M18N06.wav, sad,sad,neutral,happy,angry 
F07A32.wav, sad,sad,neutral,happy,angry 
F30N02.wav, happy,happy,angry,neutral,sad 
M12N57.wav, sad,sad,angry,neutral,happy 
M47A12.wav, sad,sad,neutral,happy,angry 
F24N09.wav, happy,happy,neutral,sad,angry 
M03S13.wav, neutral,neutral,angry,happy,sad 
F05N40.wav, sad,sad,neutral,angry,happy 
F09S16.wav, happy,happy,angry,neutral,sad 
M32S05.wav, sad,sad,angry,neutral,happy 
M12N81.wav, neutral,neutral,happy,sad,angry 
M03A48.wav, sad,sad,angry,neutral,happy 
M53A13.wav, sad,sad,neutral,angry,happy 
F24A34.wav, happy,happy,angry,neutral,sad 
M09A10.wav, happy,happy,neutral,sad,angry 
F01S20.wav, happy,happy,neutral,angry,sad 
F07S15.wav, sad,sad,neutral,angry,happy 
M26N09.wav, neutral,neutral,sad,angry,happy 
F24S10.wav, happy,happy,sad,neutral,angry 
M16H06.wav, angry,angry,neutral,happy,sad 
F24A69.wav, happy,happy,sad,angry,neutral 
F28S06.wav, neutral,neutral,angry,happy,sad 
M40N40.wav, sad,sad,neutral,angry,happy 
F01S22.wav, sad,sad,neutral,angry,happy 
M03A08.wav, sad,sad,neutral,happy,angry 
M22N03.wav, sad,sad,neutral,happy,angry 
F21A21.wav, happy,happy,angry,sad,neutral 
F24S17.wav, happy,happy,angry,neutral,sad 
F03H01.wav, sad,sad,neutral,happy,angry 
F28N01.wav, neutral,neutral,angry,happy,sad 
M25N09.wav, neutral,neutral,sad,angry,happy 
F21N04.wav, sad,sad,happy,neutral,angry 
M53N23.wav, sad,sad,neutral,angry,happy 
M16A09.wav, sad,sad,angry,happy,neutral 
F13A02.wav, sad,sad,neutral,happy,angry 
F06S01.wav, sad,sad,neutral,angry,happy 
F09A11.wav, sad,sad,neutral,angry,happy 
F19N39.wav, sad,sad,angry,neutral,happy 
F20N03.wav, sad,sad,angry,neutral,happy 
F07A40.wav, happy,happy,angry,sad,neutral 
F07A44.wav, sad,sad,neutral,happy,angry 
F10A07.wav, sad,sad,happy,angry,neutral 
M04N59.wav, sad,sad,angry,neutral,happy 
M28A38.wav, happy,happy,sad,neutral,angry 
M47N20.wav, happy,happy,angry,sad,neutral 
F02N03.wav, sad,sad,angry,neutral,happy 
M53N11.wav, sad,sad,neutral,angry,happy 
F26N05.wav, sad,sad,neutral,happy,angry 
M22N02.wav, sad,sad,angry,neutral,happy 
M47N13.wav, happy,happy,sad,angry,neutral 
F24A07.wav, happy,happy,angry,sad,neutral 
M37N12.wav, sad,sad,angry,neutral,happy 
M08H03.wav, sad,sad,angry,neutral,happy 
M02S01.wav, sad,sad,angry,neutral,happy 
M40N12.wav, neutral,neutral,happy,sad,angry 
M47N23.wav, happy,happy,angry,sad,neutral 
M12N19.wav, happy,happy,neutral,angry,sad 
M45N03.wav, sad,sad,happy,neutral,angry 
M16A08.wav, sad,sad,happy,neutral,angry 
M44S01.wav, sad,sad,neutral,angry,happy 
M27N58.wav, sad,sad,neutral,angry,happy 
M03N02.wav, neutral,neutral,sad,happy,angry 
F10A31.wav, happy,happy,sad,angry,neutral 
M47A17.wav, sad,sad,happy,neutral,angry 
M20N03.wav, sad,sad,neutral,happy,angry 
M28N16.wav, angry,angry,happy,sad,neutral 
F28S07.wav, neutral,neutral,angry,sad,happy 
F10A44.wav, sad,sad,neutral,happy,angry 
M03A17.wav, sad,sad,happy,neutral,angry 
F24A26.wav, sad,sad,neutral,happy,angry 
F16S01.wav, happy,happy,sad,neutral,angry 
M44N02.wav, sad,sad,neutral,happy,angry 
F07S02.wav, happy,happy,angry,neutral,sad 
F24A18.wav, sad,sad,neutral,angry,happy 
F07S13.wav, sad,sad,happy,angry,neutral 
M27N37.wav, sad,sad,happy,neutral,angry 
M40N43.wav, sad,sad,angry,neutral,happy 
F23A05.wav, sad,sad,angry,neutral,happy 
M12N03.wav, neutral,neutral,angry,happy,sad 
F10A36.wav, sad,sad,neutral,angry,happy 
M03A40.wav, sad,sad,neutral,happy,angry 
M19N06.wav, neutral,neutral,angry,sad,happy 
F24S18.wav, happy,happy,neutral,angry,sad 
F21A09.wav, sad,sad,angry,neutral,happy 
F21A08.wav, sad,sad,angry,neutral,happy 
F05S02.wav, sad,sad,neutral,angry,happy 
M27N20.wav, sad,sad,angry,neutral,happy 
F23A11.wav, sad,sad,happy,neutral,angry 
F07A64.wav, sad,sad,neutral,angry,happy 
M53N01.wav, sad,sad,neutral,angry,happy 
M29A02.wav, sad,sad,neutral,happy,angry 
M03N03.wav, neutral,neutral,sad,angry,happy 
M24S01.wav, sad,sad,neutral,angry,happy 
M12N74.wav, happy,happy,angry,sad,neutral 
M40N38.wav, sad,sad,neutral,angry,happy 
M03A09.wav, sad,sad,happy,neutral,angry 
F21A40.wav, sad,sad,neutral,happy,angry 
M28N03.wav, happy,happy,sad,angry,neutral 
M51A01.wav, happy,happy,sad,neutral,angry 
M12A51.wav, sad,sad,happy,neutral,angry 
M41H06.wav, sad,sad,angry,neutral,happy 
M37N08.wav, sad,sad,happy,neutral,angry 
M51N03.wav, sad,sad,angry,neutral,happy 
M48A01.wav, sad,sad,neutral,angry,happy 
M04N31.wav, sad,sad,neutral,angry,happy 
M12N63.wav, neutral,neutral,angry,sad,happy 
F06H01.wav, sad,sad,neutral,angry,happy 
M02N04.wav, happy,happy,angry,neutral,sad 
F24S06.wav, sad,sad,happy,angry,neutral 
M41A06.wav, happy,happy,sad,neutral,angry 
F22H01.wav, happy,happy,angry,neutral,sad 
M31A01.wav, angry,angry,neutral,happy,sad 
F20N15.wav, angry,angry,sad,neutral,happy 
F21A23.wav, happy,happy,sad,angry,neutral 
F07H04.wav, neutral,neutral,angry,sad,happy 
F01H01.wav, neutral,neutral,angry,happy,sad 
M28N10.wav, sad,sad,angry,happy,neutral 
M04N69.wav, neutral,neutral,happy,angry,sad 
F07A50.wav, sad,sad,neutral,happy,angry 
F30A05.wav, sad,sad,angry,neutral,happy 
M43A14.wav, sad,sad,neutral,happy,angry 
F07S11.wav, neutral,neutral,happy,angry,sad 
M05S07.wav, sad,sad,happy,neutral,angry 
M18N07.wav, sad,sad,neutral,angry,happy 
F07H08.wav, neutral,neutral,sad,angry,happy 
F07H07.wav, sad,sad,angry,neutral,happy 
M53N07.wav, neutral,neutral,angry,sad,happy 
M02N03.wav, sad,sad,neutral,angry,happy 
M52N02.wav, sad,sad,neutral,angry,happy 
M47A11.wav, sad,sad,neutral,angry,happy 
F01S13.wav, angry,angry,sad,neutral,happy 
F07S43.wav, sad,sad,angry,neutral,happy 
F12A05.wav, happy,happy,sad,neutral,angry 
M50A02.wav, sad,sad,angry,happy,neutral 
M12N14.wav, happy,happy,sad,neutral,angry 
F05N07.wav, sad,sad,angry,neutral,happy 
M17A01.wav, happy,happy,angry,neutral,sad 
F24N03.wav, sad,sad,happy,neutral,angry 
F03S14.wav, happy,happy,angry,neutral,sad 
F21N23.wav, sad,sad,neutral,angry,happy 
F03A05.wav, sad,sad,neutral,happy,angry 
F10A02.wav, sad,sad,neutral,happy,angry 
F22N06.wav, sad,sad,neutral,angry,happy 
M51N06.wav, neutral,neutral,angry,sad,happy 
M24N02.wav, sad,sad,angry,neutral,happy 
F20S02.wav, happy,happy,angry,neutral,sad 
M05A07.wav, happy,happy,angry,sad,neutral 
F30S08.wav, sad,sad,angry,neutral,happy 
M25A27.wav, sad,sad,happy,neutral,angry 
M29A07.wav, sad,sad,angry,neutral,happy 
F21A41.wav, happy,happy,sad,neutral,angry 
F01S02.wav, happy,happy,sad,neutral,angry 
M03A07.wav, happy,happy,angry,neutral,sad 
M04N39.wav, sad,sad,angry,neutral,happy 
M53N18.wav, sad,sad,angry,happy,neutral 
M03A03.wav, happy,happy,angry,neutral,sad 
M12N07.wav, happy,happy,sad,neutral,angry 
F20N01.wav, happy,happy,sad,neutral,angry 
F21A04.wav, sad,sad,neutral,happy,angry 
F04A08.wav, sad,sad,angry,neutral,happy 
M12N79.wav, sad,sad,neutral,angry,happy 
M31A04.wav, sad,sad,angry,neutral,happy 
M28A06.wav, sad,sad,angry,neutral,happy 
M25A05.wav, sad,sad,happy,neutral,angry 
M27N17.wav, sad,sad,neutral,angry,happy 
M25A28.wav, sad,sad,neutral,angry,happy 
M49N02.wav, neutral,neutral,sad,angry,happy 
M36S04.wav, sad,sad,angry,happy,neutral 
F24H22.wav, sad,sad,angry,neutral,happy 
M28A24.wav, sad,sad,happy,angry,neutral 
M44H08.wav, angry,angry,happy,neutral,sad 
M25S05.wav, neutral,neutral,angry,sad,happy 
M43A08.wav, sad,sad,neutral,happy,angry 
F13A05.wav, sad,sad,neutral,happy,angry 
F24A50.wav, happy,happy,neutral,angry,sad 
M31N01.wav, happy,happy,angry,neutral,sad 
M44N12.wav, sad,sad,neutral,angry,happy 
M28N20.wav, angry,angry,happy,neutral,sad 
M25A55.wav, sad,sad,angry,neutral,happy 
M29A17.wav, sad,sad,happy,angry,neutral 
F26N04.wav, happy,happy,angry,neutral,sad 
F01S08.wav, happy,happy,neutral,angry,sad 
M09A01.wav, sad,sad,neutral,angry,happy 
M31N02.wav, sad,sad,neutral,angry,happy 
M05A12.wav, angry,angry,sad,neutral,happy 
F19N08.wav, sad,sad,angry,neutral,happy 
F23A07.wav, sad,sad,happy,neutral,angry 
M16N02.wav, sad,sad,happy,neutral,angry 
F01S15.wav, neutral,neutral,angry,happy,sad 
M11N03.wav, neutral,neutral,angry,sad,happy 
F09N06.wav, happy,happy,sad,neutral,angry 
F24H19.wav, sad,sad,angry,neutral,happy 
M20A03.wav, sad,sad,neutral,angry,happy 
F21S32.wav, sad,sad,angry,neutral,happy 
F16S04.wav, sad,sad,happy,angry,neutral 
F05N28.wav, sad,sad,angry,neutral,happy 
M12A02.wav, happy,happy,angry,sad,neutral 
M11N04.wav, sad,sad,happy,neutral,angry 
F10A14.wav, sad,sad,neutral,happy,angry 
M14N01.wav, happy,happy,sad,neutral,angry 
F02H01.wav, neutral,neutral,happy,angry,sad 
F24A15.wav, happy,happy,sad,angry,neutral 
M31N11.wav, sad,sad,angry,neutral,happy 
F09S04.wav, neutral,neutral,angry,happy,sad 
F24S19.wav, happy,happy,neutral,angry,sad 
F20S01.wav, happy,happy,sad,angry,neutral 
M22N04.wav, happy,happy,sad,angry,neutral 
M46A06.wav, angry,angry,happy,neutral,sad 
F21A50.wav, sad,sad,angry,neutral,happy 
F06H09.wav, sad,sad,angry,neutral,happy 
M22A04.wav, happy,happy,sad,neutral,angry 
M45N04.wav, happy,happy,neutral,angry,sad 
F21S29.wav, neutral,neutral,angry,sad,happy 
M47N16.wav, happy,happy,angry,neutral,sad 
M12A08.wav, sad,sad,angry,neutral,happy 
M27N43.wav, sad,sad,happy,neutral,angry 
F23A08.wav, sad,sad,happy,neutral,angry 
M28A14.wav, neutral,neutral,angry,sad,happy 
M03N01.wav, sad,sad,happy,neutral,angry 
M09A22.wav, neutral,neutral,happy,angry,sad 
F05A02.wav, sad,sad,angry,neutral,happy 
M40N04.wav, neutral,neutral,sad,happy,angry 
M36H01.wav, sad,sad,neutral,angry,happy 
M27N12.wav, sad,sad,neutral,angry,happy 
M37N10.wav, happy,happy,neutral,sad,angry 
M01N01.wav, happy,happy,angry,neutral,sad 
M28S06.wav, angry,angry,neutral,sad,happy 
F10A11.wav, sad,sad,neutral,angry,happy 
M14N04.wav, sad,sad,happy,neutral,angry 
F15A03.wav, sad,sad,angry,neutral,happy 
F21S10.wav, sad,sad,neutral,happy,angry 
M17S01.wav, sad,sad,neutral,angry,happy 
F24N13.wav, happy,happy,sad,angry,neutral 
M50A06.wav, sad,sad,neutral,happy,angry 
F28A18.wav, sad,sad,angry,neutral,happy 
M19A04.wav, sad,sad,neutral,angry,happy 
F13A11.wav, neutral,neutral,angry,happy,sad 
F21S06.wav, happy,happy,angry,sad,neutral 
M28N06.wav, neutral,neutral,sad,happy,angry 
M11H09.wav, happy,happy,angry,sad,neutral 
M26A27.wav, sad,sad,angry,neutral,happy 
M22N05.wav, sad,sad,neutral,angry,happy 
M25A68.wav, happy,happy,angry,neutral,sad 
F24N06.wav, angry,angry,happy,sad,neutral 
M50A08.wav, sad,sad,angry,happy,neutral 
F01A01.wav, happy,happy,angry,neutral,sad 
M21H01.wav, sad,sad,angry,neutral,happy 
M25S07.wav, neutral,neutral,angry,sad,happy 
M04N02.wav, happy,happy,neutral,angry,sad 
M31N07.wav, happy,happy,angry,sad,neutral 
M12N37.wav, neutral,neutral,angry,sad,happy 
M26S03.wav, sad,sad,angry,happy,neutral 
M29A05.wav, sad,sad,angry,neutral,happy 
M30A07.wav, happy,happy,angry,neutral,sad 
F21A30.wav, sad,sad,angry,neutral,happy 
F13A06.wav, sad,sad,neutral,happy,angry 
M12N55.wav, sad,sad,neutral,angry,happy 
F21S18.wav, sad,sad,angry,happy,neutral 
M08N03.wav, angry,angry,happy,sad,neutral 
M12S10.wav, sad,sad,angry,neutral,happy 
M04N18.wav, sad,sad,neutral,angry,happy 
F24S02.wav, sad,sad,angry,neutral,happy 
M03S12.wav, angry,angry,neutral,happy,sad 
M04N20.wav, happy,happy,angry,sad,neutral 
M03A14.wav, angry,angry,happy,neutral,sad 
M27N32.wav, happy,happy,angry,sad,neutral 
M25A65.wav, sad,sad,happy,neutral,angry 
M40N32.wav, sad,sad,angry,neutral,happy 
M19S02.wav, happy,happy,angry,sad,neutral 
M28S04.wav, sad,sad,angry,happy,neutral 
F05N25.wav, sad,sad,angry,neutral,happy 
M17N01.wav, neutral,neutral,happy,angry,sad 
F01N11.wav, neutral,neutral,angry,sad,happy 
F05N41.wav, angry,angry,sad,neutral,happy 
M12N32.wav, happy,happy,neutral,angry,sad 
F10A24.wav, sad,sad,neutral,happy,angry 
M04N52.wav, sad,sad,angry,neutral,happy 
F24A09.wav, sad,sad,neutral,angry,happy 
M25A03.wav, sad,sad,happy,neutral,angry 
M21S01.wav, sad,sad,angry,happy,neutral 
F22S03.wav, happy,happy,sad,angry,neutral 
M06A01.wav, happy,happy,angry,sad,neutral 
M08N01.wav, angry,angry,happy,neutral,sad 
M27N19.wav, sad,sad,neutral,happy,angry 
F25N02.wav, happy,happy,angry,neutral,sad 
F27A03.wav, sad,sad,neutral,angry,happy 
F07A17.wav, happy,happy,angry,sad,neutral 
F21N06.wav, sad,sad,angry,happy,neutral 
M04N73.wav, neutral,neutral,sad,angry,happy 
F01A17.wav, angry,angry,neutral,sad,happy 
M12N64.wav, sad,sad,angry,neutral,happy 
M28N21.wav, sad,sad,happy,neutral,angry 
F09A10.wav, angry,angry,happy,neutral,sad 
F22S10.wav, sad,sad,neutral,angry,happy 
F09S10.wav, sad,sad,happy,neutral,angry 
M26A05.wav, sad,sad,neutral,angry,happy 
F12N02.wav, sad,sad,happy,angry,neutral 
M48N09.wav, sad,sad,angry,neutral,happy 
F19N04.wav, neutral,neutral,sad,angry,happy 
F05S03.wav, sad,sad,angry,neutral,happy 
M25S10.wav, sad,sad,angry,happy,neutral 
M12A05.wav, sad,sad,happy,angry,neutral 
M15N04.wav, neutral,neutral,sad,happy,angry 
F06S04.wav, sad,sad,neutral,angry,happy 
M28A44.wav, angry,angry,sad,neutral,happy 
M38N06.wav, sad,sad,happy,neutral,angry 
F01S05.wav, angry,angry,happy,neutral,sad 
F25A08.wav, happy,happy,sad,neutral,angry 
F21S22.wav, sad,sad,happy,neutral,angry 
M53N06.wav, sad,sad,neutral,angry,happy 
M44N22.wav, sad,sad,happy,neutral,angry 
F04A12.wav, neutral,neutral,happy,angry,sad 
F07S21.wav, sad,sad,angry,happy,neutral 
M28A05.wav, sad,sad,angry,neutral,happy 
M12N18.wav, sad,sad,angry,happy,neutral 
M27N14.wav, sad,sad,neutral,angry,happy 
F31A11.wav, sad,sad,angry,neutral,happy 
F25A07.wav, neutral,neutral,happy,sad,angry 
M19A05.wav, neutral,neutral,angry,sad,happy 
M39N01.wav, neutral,neutral,happy,angry,sad 
F10A08.wav, sad,sad,neutral,happy,angry 
F01N05.wav, happy,happy,sad,neutral,angry 
F05N04.wav, sad,sad,angry,neutral,happy 
M25H03.wav, sad,sad,neutral,angry,happy 
M40N08.wav, sad,sad,angry,neutral,happy 
F21H07.wav, sad,sad,angry,neutral,happy 
M27N21.wav, sad,sad,neutral,angry,happy 
M31N10.wav, sad,sad,neutral,angry,happy 
F10A06.wav, sad,sad,happy,neutral,angry 
M08N05.wav, sad,sad,neutral,angry,happy 
M47A16.wav, sad,sad,neutral,angry,happy 
M12N06.wav, happy,happy,angry,neutral,sad 
M44N05.wav, sad,sad,happy,neutral,angry 
F03S16.wav, neutral,neutral,sad,angry,happy 
F24H13.wav, sad,sad,happy,angry,neutral 
F07A60.wav, happy,happy,sad,neutral,angry 
M40N34.wav, happy,happy,angry,sad,neutral 
M09A17.wav, neutral,neutral,sad,happy,angry 
F03S10.wav, happy,happy,angry,neutral,sad 
M04N68.wav, neutral,neutral,angry,happy,sad 
F28A04.wav, sad,sad,neutral,angry,happy 
F21S31.wav, happy,happy,sad,neutral,angry 
M06N02.wav, happy,happy,sad,neutral,angry 
M40N49.wav, sad,sad,angry,neutral,happy 
M04N56.wav, sad,sad,angry,neutral,happy 
F10A55.wav, sad,sad,neutral,happy,angry 
M05S14.wav, neutral,neutral,angry,happy,sad 
M03A10.wav, happy,happy,angry,neutral,sad 
F28A27.wav, neutral,neutral,angry,happy,sad 
F24A31.wav, happy,happy,angry,neutral,sad 
F10A04.wav, happy,happy,angry,sad,neutral 
M19N05.wav, neutral,neutral,angry,sad,happy 
M05S13.wav, sad,sad,angry,neutral,happy 
F24A32.wav, happy,happy,angry,neutral,sad 
M38N08.wav, sad,sad,neutral,angry,happy 
M02A27.wav, sad,sad,angry,neutral,happy 
M15A08.wav, happy,happy,sad,neutral,angry 
F24N02.wav, happy,happy,neutral,sad,angry 
M48N03.wav, sad,sad,angry,neutral,happy 
F07S35.wav, angry,angry,happy,neutral,sad 
M04N63.wav, sad,sad,angry,neutral,happy 
F05N20.wav, sad,sad,angry,neutral,happy 
M53A25.wav, sad,sad,neutral,happy,angry 
F10A48.wav, sad,sad,angry,neutral,happy 
F05N42.wav, sad,sad,neutral,angry,happy 
M47N18.wav, sad,sad,angry,neutral,happy 
M04N80.wav, sad,sad,neutral,angry,happy 
F23N04.wav, angry,angry,neutral,sad,happy 
M47N24.wav, happy,happy,sad,angry,neutral 
M34S03.wav, sad,sad,happy,angry,neutral 
F01A22.wav, happy,happy,neutral,sad,angry 
M44S02.wav, sad,sad,neutral,angry,happy 
F21A15.wav, happy,happy,angry,sad,neutral 
M10A01.wav, sad,sad,neutral,angry,happy 
F07A24.wav, sad,sad,happy,neutral,angry 
M47A06.wav, sad,sad,neutral,angry,happy 
M12A23.wav, sad,sad,happy,neutral,angry 
F07A15.wav, happy,happy,angry,neutral,sad 
M03A20.wav, happy,happy,sad,neutral,angry 
F07H02.wav, angry,angry,neutral,happy,sad 
M09A21.wav, sad,sad,neutral,angry,happy 
F07S41.wav, sad,sad,neutral,angry,happy 
M43A15.wav, sad,sad,neutral,angry,happy 
F07S01.wav, happy,happy,sad,neutral,angry 
F01A13.wav, angry,angry,happy,neutral,sad 
F10A37.wav, happy,happy,angry,sad,neutral 
M06S06.wav, sad,sad,angry,neutral,happy 
F24S07.wav, sad,sad,happy,neutral,angry 
F30N05.wav, happy,happy,angry,neutral,sad 
F23A18.wav, happy,happy,sad,angry,neutral 
F12A04.wav, happy,happy,angry,neutral,sad 
F22A06.wav, sad,sad,neutral,angry,happy 
M28A17.wav, happy,happy,sad,neutral,angry 
F10A50.wav, sad,sad,neutral,angry,happy 
F19N05.wav, sad,sad,angry,neutral,happy 
M48N01.wav, sad,sad,neutral,happy,angry 
M28N05.wav, sad,sad,neutral,angry,happy 
M37N09.wav, happy,happy,sad,angry,neutral 
M31N13.wav, angry,angry,neutral,happy,sad 
M47N21.wav, happy,happy,angry,sad,neutral 
F01A20.wav, happy,happy,neutral,angry,sad 
F29N09.wav, happy,happy,angry,sad,neutral 
M16A15.wav, sad,sad,neutral,happy,angry 
M27N57.wav, sad,sad,angry,neutral,happy 
F11N04.wav, neutral,neutral,sad,angry,happy 
M05A04.wav, happy,happy,angry,sad,neutral 
M40N42.wav, angry,angry,sad,neutral,happy 
F21S30.wav, sad,sad,angry,happy,neutral 
M16N03.wav, happy,happy,angry,neutral,sad 
M27N51.wav, sad,sad,neutral,angry,happy 
F24A10.wav, neutral,neutral,happy,sad,angry 
M28H02.wav, neutral,neutral,angry,sad,happy 
F05N03.wav, sad,sad,angry,neutral,happy 
M03A26.wav, sad,sad,neutral,happy,angry 
F07S31.wav, sad,sad,neutral,angry,happy 
M02A04.wav, sad,sad,neutral,angry,happy 
F10A39.wav, sad,sad,happy,neutral,angry 
F23A01.wav, sad,sad,neutral,angry,happy 
M03A35.wav, sad,sad,neutral,happy,angry 
M04N15.wav, sad,sad,neutral,angry,happy 
F21A51.wav, sad,sad,neutral,angry,happy 
F23N12.wav, sad,sad,neutral,happy,angry 
M30A02.wav, happy,happy,sad,neutral,angry 
M25A58.wav, happy,happy,sad,neutral,angry 
F21H03.wav, angry,angry,happy,sad,neutral 
M12N24.wav, sad,sad,angry,neutral,happy 
M24S03.wav, sad,sad,neutral,happy,angry 
F09H04.wav, happy,happy,neutral,angry,sad 
M07N05.wav, sad,sad,neutral,happy,angry 
M27N24.wav, sad,sad,angry,neutral,happy 
F24A49.wav, sad,sad,neutral,angry,happy 
F19N21.wav, angry,angry,happy,sad,neutral 
F07A54.wav, happy,happy,neutral,angry,sad 
M16A05.wav, sad,sad,happy,neutral,angry 
M04N17.wav, sad,sad,angry,neutral,happy 
F21A10.wav, sad,sad,angry,neutral,happy 
F10A54.wav, happy,happy,angry,neutral,sad 
F10A10.wav, sad,sad,angry,happy,neutral 
F24N10.wav, happy,happy,sad,angry,neutral 
M40N14.wav, sad,sad,angry,neutral,happy 
F07A13.wav, happy,happy,angry,neutral,sad 
M06S02.wav, sad,sad,neutral,angry,happy 
M51N02.wav, neutral,neutral,sad,angry,happy 
M12N76.wav, happy,happy,sad,neutral,angry 
M09A06.wav, neutral,neutral,sad,angry,happy 
M02N16.wav, neutral,neutral,angry,sad,happy 
M28A07.wav, sad,sad,neutral,angry,happy 
M38A01.wav, sad,sad,angry,neutral,happy 
F22N02.wav, neutral,neutral,sad,angry,happy 
F07S04.wav, neutral,neutral,angry,sad,happy 
F30N01.wav, happy,happy,angry,sad,neutral 
F07A33.wav, sad,sad,neutral,happy,angry 
M40N02.wav, sad,sad,neutral,angry,happy 
F05N27.wav, neutral,neutral,angry,sad,happy 
M11H06.wav, happy,happy,angry,sad,neutral 
F21S02.wav, sad,sad,angry,happy,neutral 
F21S24.wav, happy,happy,sad,neutral,angry 
M16N01.wav, happy,happy,angry,neutral,sad 
F10A20.wav, sad,sad,angry,neutral,happy 
F28A09.wav, angry,angry,neutral,sad,happy 
M26A12.wav, happy,happy,angry,sad,neutral 
F10A21.wav, sad,sad,neutral,happy,angry 
F23N10.wav, neutral,neutral,angry,happy,sad 
F03S02.wav, sad,sad,happy,angry,neutral 
F23A06.wav, sad,sad,happy,angry,neutral 
F07S27.wav, happy,happy,angry,neutral,sad 
M40N01.wav, sad,sad,neutral,angry,happy 
M44H04.wav, neutral,neutral,angry,sad,happy 
M27N54.wav, sad,sad,angry,neutral,happy 
M38N12.wav, happy,happy,angry,neutral,sad 
F09N04.wav, sad,sad,neutral,angry,happy 
M12N51.wav, sad,sad,angry,neutral,happy 
F03S06.wav, sad,sad,angry,happy,neutral 
F07A49.wav, happy,happy,angry,sad,neutral 
M12S01.wav, sad,sad,angry,neutral,happy 
M43N05.wav, neutral,neutral,sad,happy,angry 
M38N10.wav, happy,happy,sad,neutral,angry 
M27N22.wav, neutral,neutral,angry,happy,sad 
F25A02.wav, sad,sad,neutral,happy,angry 
F21H12.wav, sad,sad,angry,neutral,happy 
F02S08.wav, sad,sad,angry,neutral,happy 
